Source,Target,id,weight
6,45,235,0.05263157894736842
7,12,236,0.061855670103092786
0,63,237,0.007561436672967864
0,1,238,0.015625
0,2,239,0.010238907849829351
0,59,240,0.003952569169960474
0,3,241,0.001890359168241966
22,47,242,0.1
0,4,243,0.0020833333333333333
0,5,244,0.011857707509881422
0,6,245,0.0024509803921568627
0,7,246,0.003952569169960474
0,8,247,0.003780718336483932
0,9,248,0.005671077504725898
15,47,249,0.11666666666666667
15,45,250,0.016666666666666666
2,16,251,0.02748414376321353
32,68,252,0.13333333333333333
1,48,253,0.10416666666666667
6,52,254,0.012987012987012988
2,12,255,0.1839323467230444
7,21,256,0.06129032258064516
1,41,257,0.020833333333333332
6,56,258,0.04
2,10,259,0.010570824524312896
1,42,260,0.058823529411764705
7,23,261,0.007751937984496124
49,54,262,0.03875968992248062
33,39,263,0.2727272727272727
33,38,264,0.18181818181818182
21,45,265,0.30275229357798167
16,26,266,0.004784688995215311
7,37,267,0.004784688995215311
7,36,268,0.01098901098901099
16,25,269,0.014354066985645933
15,57,270,0.016666666666666666
22,27,271,0.03333333333333333
16,27,272,0.0430622009569378
2,27,273,0.109375
54,63,274,0.125
2,26,275,0.004228329809725159
32,54,276,0.015625
7,31,277,0.030927835051546393
2,25,278,0.006342494714587738
1,57,279,0.11764705882352941
2,24,280,0.0021141649048625794
54,68,281,0.11428571428571428
1,54,282,0.020833333333333332
6,65,283,0.12
32,52,284,0.09090909090909091
2,23,285,0.008456659619450317
16,21,286,0.0430622009569378
7,32,287,0.03875968992248062
6,64,288,0.16
1,52,289,0.0625
2,21,290,0.015625
7,34,291,0.18556701030927836
2,20,292,0.015625
1,49,293,0.041666666666666664
2,17,294,0.006342494714587738
